Intents,Text
bot_responds_to_goodbye,babe bye
bot_responds_to_goodbye,cya
bot_responds_to_goodbye,babe All right then
bot_responds_to_goodbye,babe later
bot_responds_to_goodbye,tata
bot_responds_to_goodbye,it was a pleasure talking to you
bot_responds_to_goodbye,babe gotta go
bot_responds_to_goodbye,bye
bot_responds_to_goodbye,goodbye
bot_responds_to_goodbye,it was a pleasure meeting you
bot_responds_to_goodbye,Peace out
bot_responds_to_goodbye,bye bye
bot_responds_to_goodbye,see you soon
bot_responds_to_goodbye,see ya
bot_responds_to_goodbye,Smell you later
bot_responds_to_goodbye,bye-bye
bot_responds_to_goodbye,see you
bot_responds_to_goodbye,babe farewell
bot_responds_to_goodbye,I gotta take off
bot_responds_to_goodbye,Im out
bot_responds_to_goodbye,babe catch you later
bot_responds_to_goodbye,see you later
bot_responds_to_goodbye,see ya tomorrow
can_i_edit_the_timesheet_post_submission,can i edit the timesheet post submission?
can_i_edit_the_timesheet_post_submission,am I able to edit the timesheet post submission
can_i_edit_the_timesheet_post_submission,will I be able to to make changes in the timesheet after submission
can_i_edit_the_timesheet_post_submission,can i alter the timesheet after submitting it
can_i_edit_the_timesheet_post_submission,am I allowed to make some changes in timesheet after I have submitted it
can_i_edit_the_timesheet_post_submission,I have submitted my timesheet do I have permission to edit it
can_i_edit_the_timesheet_post_submission,please tell me if I can modify timesheet after the submission
can_i_edit_the_timesheet_post_submission,after submitting timesheet is anyone allowed to make the changes in it
can_i_edit_the_timesheet_post_submission,I want to edit my timesheet but I have already submitted it
can_i_edit_the_timesheet_post_submission,is there any chance by which I can edit my already submitted timesheet
can_i_edit_the_timesheet_post_submission,what is the process of formatting a timesheet after submission
can_i_edit_the_timesheet_post_submission,What if I'm required to make changes in the timesheet after submission?
can_i_edit_the_timesheet_post_submission,I have submitted my timesheet and now I want to edit it is there any process to do so
can_i_edit_the_timesheet_post_submission,how can anyone make changes in weekly timesheet after submitting it
can_i_edit_the_timesheet_post_submission,I want to make changes in weekly timesheet how can I do that
can_i_edit_the_timesheet_post_submission,I want to edit my timesheet how to make it possible
can_i_edit_the_timesheet_post_submission,if I have to edit my timesheet after submission how can I do that
can_i_edit_the_timesheet_post_submission,if I have forgot to mention some details in my timesheet while submitting how can I change it later
can_i_edit_the_timesheet_post_submission,am i able to edit the time sheet post submission
can_i_edit_the_timesheet_post_submission,edit the time sheet post submission
can_i_edit_the_timesheet_post_submission,how can i edit the timesheet post submission
can_i_edit_the_timesheet_post_submission,post submission how can i edit the timesheet
can_i_edit_the_timesheet_post_submission,Can I edit the timesheet after submission
can_i_edit_the_timesheet_post_submission,editing the timesheet after submission
how_to_add_or_delete_work_item,How to add new work items
how_to_add_or_delete_work_item,How to delete any work item
how_to_add_or_delete_work_item,i want to add work items
how_to_add_or_delete_work_item,is there a way to add work items
how_to_add_or_delete_work_item,i want to delete work items
how_to_add_or_delete_work_item,please guide me to add or delete work items
how_to_add_or_delete_work_item,How to add multiple tasks under one item any work item
how_to_add_or_delete_work_item,how to add various tasks in one work item
how_to_add_or_delete_work_item,can multiple tasks be added in one work item
how_to_add_or_delete_work_item,multiple tasks under single work item
how_to_add_or_delete_work_item,i have some other task can i add this in one work item
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,Do all the pages in a weekly timesheet get submitted after clicking on Submit
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,when i click on submit will all the pages in a weekly time sheet get submitted
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,we have to submit every single page of time sheet or it will submitted in single click
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,after clicking on submit do all the pages in a weekly timesheet get submitted
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,is it possible to submit all pages from time sheet in single click
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,can I submit all pages from time sheet in single click
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,should I have to submit every single page from timesheet or it will submitted in single click
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,after clicking on submit button how many pages from time sheet get submitted
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,need to know do all the pages in a weekly timesheet get submitted after clicking on submit
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,is it possible to do all the pages in a weekly timesheet get submitted after clicking on submit
do_all_the_pages_in_a_weekly_timesheet_get_submitted_after_clicking_on_submit,weekly timesheet get submitted after clicking on submit
bot_greets_how_are_you,are you well
bot_greets_how_are_you,would you like to tell me how are you
bot_greets_how_are_you,how are you feeling today
bot_greets_how_are_you,how is your doing
bot_greets_how_are_you,hows its going
bot_greets_how_are_you,I hope you are doing very great
bot_greets_how_are_you,hey let me know how are you
bot_greets_how_are_you,hey how are you
bot_greets_how_are_you,how are you my friend
bot_greets_how_are_you,let me know how are you
bot_greets_how_are_you,see you again how are you
bot_greets_how_are_you,everyone know how are you
bot_greets_how_are_you,how is your day going
bot_greets_how_are_you,hey how are you I hope you are doing fine
bot_greets_how_are_you,I would love to know how are you
bot_greets_how_are_you,how are you my dear friend
bot_greets_how_are_you,hello how are you I hope you are good doing great
bot_greets_how_are_you,hi how are you
bot_greets_how_are_you,how are you doing
bot_greets_how_are_you,how are things going on
bot_greets_how_are_you,hey how are you doing
bot_greets_how_are_you,how is life treating you
bot_greets_how_are_you,please tell me how are you
bot_greets_how_are_you,can you say how are you
bot_greets_how_are_you,how are you
bot_greets_how_are_you,all is going well
bot_greets_how_are_you,can you tell me how are you
bot_greets_how_are_you,hi my dear friend how are you
bot_greets_how_are_you,how is your life going on
bot_greets_how_are_you,may I know how are you feeling today
bot_greets_how_are_you,how have you been
bot_greets_how_are_you,how are you right now
bot_greets_how_are_you,so how are you lately
bot_greets_how_are_you,tell me how are you
bot_greets_how_are_you,hey hows your day going
bot_greets_how_are_you,what have you been doing lately
bot_greets_how_are_you,sir tell me how are you
bot_greets_how_are_you,hey how are you I hope you are fine
bot_greets_how_are_you,are you alright sir
bot_greets_how_are_you,how was your day
bot_greets_how_are_you,I want to know how are you
bot_greets_how_are_you,so can you tell me how are you
bot_greets_how_are_you,may I know how are you
